,index_x,PlayerName,Average,StandardDeviation,Average_STD_Ratio,GamesPlayed,level_0,index_y,Unnamed: 0,Name,Pos.,Height,From,To,Seasons
272,299,Aaron Gordon,41.90794002938503,16.93968565842423,2.4739502771436555,49,168,168,16,Aaron Gordon,PF/SF,2.03/ 6'8'',2014,2021,7
273,300,Jaylen Nowell,41.871644106534255,25.70355438323788,1.6290215540711408,41,354,354,7,Jaylen Nowell,SG/PG,1.93/ 6'4'',2019,2021,2
274,302,Damion Lee,41.773726052126456,21.042837557291282,1.9851755229489942,57,281,281,6,Damion Lee,SG/SF,1.96/ 6'5'',2017,2021,4
275,303,Ignas Brazdeikis,41.593183517525624,33.26716433455616,1.2502773936256668,13,58,58,36,Ignas Brazdeikis,SF/PF,1.98/ 6'6'',2019,2021,2
276,304,R.J. Hampton,41.563556982517476,28.13274628187213,1.4774084465866648,48,183,183,2,R.J. Hampton,SG/PG,1.98/ 6'6'',2020,2021,1
277,306,Gary Harris,41.35834904590089,19.145823252456044,2.1601760603632125,37,189,189,8,Gary Harris,SG/SF,1.93/ 6'4'',2014,2021,7
278,307,Damian Jones,41.355788545868,27.867820757964243,1.483997938161314,36,250,250,18,Damian Jones,C,2.11/ 6'11'',2016,2021,5
279,308,Abdel Nader,41.21294839036774,22.343739012676835,1.8444964993095097,23,347,347,0,Abdel Nader,SF/PF,1.96/ 6'5'',2017,2021,4
280,309,Chimezie Metu,41.174816376966724,25.452023377720565,1.6177423604368173,35,325,325,26,Chimezie Metu,PF/C,2.06/ 6'9'',2018,2021,3
281,310,Eric Paschall,41.138206469772726,18.84816054811684,2.1826112083856866,40,378,378,2,Eric Paschall,C/PF,1.98/ 6'6'',2019,2021,2
282,311,Danuel House,41.00508469107466,20.545411498207834,1.9958268878991063,35,216,216,35,Danuel House,SF/PF,1.98/ 6'6'',2016,2021,5
283,312,Matisse Thybulle,40.84621665644038,22.916082286871838,1.7824258154213541,62,462,462,13,Matisse Thybulle,SF,1.96/ 6'5'',2019,2021,2
284,313,Denzel Valentine,40.712095972252214,26.94024179401499,1.5112000955127567,61,473,473,1,Denzel Valentine,SF/SG,1.93/ 6'4'',2016,2021,4
285,314,Isaiah Hartenstein,40.693042938931036,24.327773841542495,1.6726989984362213,44,193,193,12,Isaiah Hartenstein,C,2.13/ 7'0'',2018,2021,3
286,315,Austin Rivers,40.68415075508913,26.80784323080515,1.5176211829058512,35,410,410,9,Austin Rivers,SG/PG,1.91/ 6'3'',2012,2021,9
287,316,Willie Cauley-Stein,40.5614074352891,26.27993170489002,1.543436561813502,52,90,90,10,Willie Cauley-Stein,C,2.13/ 7'0'',2015,2021,6
288,317,Otto Porter,40.45339766917601,21.014961841181954,1.924980781544963,28,388,388,12,Otto Porter,SF/PF,2.03/ 6'8'',2013,2021,8
289,318,Luke Kennard,40.39845832723742,28.10451972687678,1.4374363525808185,62,262,262,4,Luke Kennard,SF/SG,1.96/ 6'5'',2017,2021,4
290,319,Nemanja Bjelica,40.26155394853862,33.974511194813765,1.18505175005092,35,46,46,24,Nemanja Bjelica,C/PF,2.09/ 6'10'',2015,2021,6
291,320,Ben McLemore,40.19364951526145,25.095899572224177,1.6016022617394943,50,322,322,23,Ben McLemore,SG/SF,1.91/ 6'3'',2013,2021,8
292,323,Thomas Bryant,40.091129269793875,20.11058611930768,1.9935336062285807,10,74,74,52,Thomas Bryant,C,2.08/ 6'10'',2017,2021,4
293,324,Deni Avdija,40.06671418398153,23.352627728215012,1.7157261551158245,53,18,18,18,Deni Avdija,PF/SF,2.05/ 6'9'',2020,2021,1
294,325,Jalen McDaniels,39.86394178766122,26.432906972489032,1.508117961794781,46,316,316,17,Jalen McDaniels,PF/SF,2.06/ 6'9'',2019,2021,2
295,326,Dean Wade,39.517347889968114,27.918478934993324,1.4154549028971861,62,480,480,0,Dean Wade,PF,2.06/ 6'9'',2019,2021,2
296,328,Moritz Wagner,39.481998988249245,29.51636801132148,1.3376306655719052,41,482,482,2,Moritz Wagner,PF/C,2.11/ 6'11'',2018,2021,3
297,329,Derrick Jones Jr.,39.318112395263306,20.94922953636034,1.8768285643642018,58,255,255,23,Derrick Jones Jr.,SF/PF,1.98/ 6'6'',2016,2021,5
298,330,Georges Niang,39.18096847297329,25.81528699711756,1.5177428969644262,69,351,351,4,Georges Niang,PF/SF,2.01/ 6'7'',2016,2021,5
299,331,Josh Okogie,39.16131122255778,20.289264798140564,1.9301493480506384,58,363,363,3,Josh Okogie,SF/SG,1.93/ 6'4'',2018,2021,3
300,332,Devin Vassell,39.15131937859334,23.380112922374884,1.6745564706458425,60,476,476,4,Devin Vassell,SF/SG,2.01/ 6'7'',2020,2021,1
301,335,Edmond Sumner,38.82843293711724,25.01561069117624,1.5521681008096757,52,448,448,26,Edmond Sumner,SF/SG,1.93/ 6'4'',2017,2021,4
302,339,Markieff Morris,38.390340719257196,21.690837892707084,1.769887401729411,58,339,339,40,Markieff Morris,PF/C,2.03/ 6'8'',2011,2021,10
303,341,Yuta Watanabe,38.20357459093397,25.036149531076152,1.5259365080686123,50,491,491,11,Yuta Watanabe,PF/SF,2.03/ 6'8'',2018,2021,3
304,343,Onyeka Okongwu,37.959184894831196,32.45556850571307,1.169573871064663,48,364,364,4,Onyeka Okongwu,C,2.06/ 6'9'',2020,2021,1
305,345,Stanley Johnson,37.93349001947095,30.637387436846826,1.2381437581015569,61,248,248,16,Stanley Johnson,PF,1.98/ 6'6'',2015,2021,6
306,346,Rodney McGruder,37.85545569034065,35.07057775120692,1.0794078146898476,16,319,319,20,Rodney McGruder,SG/SF,1.93/ 6'4'',2016,2021,5
307,347,Max Strus,37.75114723781859,28.627026871189244,1.31872399490469,38,446,446,24,Max Strus,SG/SF,1.98/ 6'6'',2019,2021,2
308,349,Luke Kornet,37.419466845878134,31.34840602638831,1.1936640993605656,30,270,270,12,Luke Kornet,C/PF,2.18/ 7'2'',2017,2021,4
309,350,Dylan Windler,37.235134880041166,23.469398041812312,1.586539834285663,30,508,508,28,Dylan Windler,SG/SF,1.98/ 6'6'',2020,2021,1
310,352,Jevon Carter,37.05336078101817,32.44351863927581,1.1420882301021977,57,86,86,6,Jevon Carter,PG/SG,1.85/ 6'1'',2018,2021,3
311,353,John Konchar,36.78841457646901,25.467942175595404,1.4444989046551795,40,268,268,10,John Konchar,SF/SG,1.96/ 6'5'',2019,2021,2
312,354,Cody Martin,36.58386630201893,23.22657506794289,1.5750865633440574,50,307,307,8,Cody Martin,SG/SF,1.96/ 6'5'',2019,2021,2
313,355,Tyler Cook,36.577572782839916,25.54510214182392,1.4318820327969248,30,103,103,23,Tyler Cook,PF/C,2.03/ 6'8'',2019,2021,2
314,356,Precious Achiuwa,36.55952425395528,28.562931537750053,1.279964005292544,60,0,0,0,Precious Achiuwa,C/PF,2.06/ 6'9'',2020,2021,1
315,357,Caleb Martin,36.55116308468145,26.807021693857145,1.3634921291184385,51,306,306,7,Caleb Martin,SF/SG,1.96/ 6'5'',2019,2021,2
316,358,Mychal Mulder,36.531878220778175,27.611488367757925,1.323068055376422,60,341,341,42,Mychal Mulder,PG/SG,1.93/ 6'4'',2019,2021,2
317,359,T.J. Warren,36.522925661280894,17.90558178654391,2.039750849577419,4,488,488,8,T.J. Warren,SF/PF,2.03/ 6'8'',2014,2021,7
318,360,Grant Williams,36.4827481466726,19.91749839862473,1.8316932888113937,60,501,501,21,Grant Williams,PF,1.98/ 6'6'',2019,2021,2
319,361,Tony Snell,36.44545003972698,21.43929755564568,1.6999367607606004,45,442,442,20,Tony Snell,SF/SG,1.98/ 6'6'',2013,2021,8
320,363,Trey Lyles,35.72148249633722,25.79442800843345,1.3848526699122048,22,298,298,23,Trey Lyles,PF/C,2.06/ 6'9'',2015,2021,6
321,364,Solomon Hill,35.47190635403886,22.171057246569273,1.5999194787847901,68,206,206,25,Solomon Hill,PF/SF,1.98/ 6'6'',2013,2021,8
322,365,Jake Layman,35.353716108773135,22.43816346086635,1.575606496067843,44,280,280,5,Jake Layman,SF/PF,2.03/ 6'8'',2016,2021,5
323,366,Tremont Waters,35.219799330315034,30.956265145399243,1.1377276672392582,23,492,492,12,Tremont Waters,PG,1.78/ 5'10'',2019,2021,2
324,368,Paul Reed,34.998389097653806,36.61886008551097,0.9557476397661452,23,405,405,4,Paul Reed,PF,2.06/ 6'9'',2020,2021,1
325,369,Kelan Martin,34.994339192557284,28.976140540457255,1.2076949704084041,35,308,308,9,Kelan Martin,PF/SF,1.96/ 6'5'',2019,2021,2
326,370,Chris Chiozza,34.77986317344036,31.293907272435575,1.111394076510072,21,92,92,12,Chris Chiozza,PG,1.80/ 5'11'',2018,2021,3
327,372,Patrick Patterson,34.64396289194676,21.221568562931097,1.6324883238113372,37,379,379,3,Patrick Patterson,PF/C,2.03/ 6'8'',2010,2021,11
328,374,Lamar Stevens,34.45865285378264,25.402767102335645,1.3564920984775062,39,444,444,22,Lamar Stevens,SF,2.03/ 6'8'',2020,2021,1
329,375,Jabari Parker,34.43856456724104,24.223544235734185,1.4216980071990382,12,377,377,1,Jabari Parker,PF,2.03/ 6'8'',2014,2021,7
330,376,P.J. Tucker,34.43234672658447,19.131210213553455,1.7997997169144566,48,470,470,21,P.J. Tucker,PF,1.96/ 6'5'',2006,2021,10
331,377,Trey Burke,34.38787267548134,26.04423410687304,1.3203641364292,61,76,76,54,Trey Burke,PG,1.84/ 6'0'',2013,2021,8
332,379,Brodric Thomas,33.994716068245474,23.564458124549674,1.4426266833112305,31,455,455,6,Brodric Thomas,SG,1.96/ 6'5'',2020,2021,1
333,380,Aaron Nesmith,33.989202150966854,27.664037863379573,1.228642120822147,42,349,349,2,Aaron Nesmith,SF,1.98/ 6'6'',2020,2021,1
334,381,Gabe Vincent,33.767172408803305,32.50904290309008,1.0387009088352348,49,478,478,6,Gabe Vincent,PG/SG,1.91/ 6'3'',2019,2021,2
335,382,Sekou Doumbouya,33.5828866368726,23.970913636702956,1.4009848412891661,55,128,128,15,Sekou Doumbouya,SF/PF,2.03/ 6'8'',2019,2021,2
336,383,Nassir Little,33.52316291297292,30.56332005423832,1.09684297561528,47,289,289,14,Nassir Little,PF/SF,1.96/ 6'5'',2019,2021,2
337,386,Amir Coffey,32.97335203366059,24.616647339643798,1.339473713813122,43,98,98,18,Amir Coffey,SF/SG,2.01/ 6'7'',2019,2021,2
338,389,Paul Watson,32.85439514217103,35.06191738704289,0.9370393176019618,27,493,493,13,Paul Watson,SG/SF,1.98/ 6'6'',2019,2021,2
339,390,Mamadi Diakite,32.83541055718475,33.359460456408875,0.984290816096714,13,119,119,6,Mamadi Diakite,C/PF,2.06/ 6'9'',2020,2021,1
340,391,Semi Ojeleye,32.64633256947522,23.593226635016077,1.3837163129278343,53,360,360,0,Semi Ojeleye,PF/SF,1.98/ 6'6'',2017,2021,4
341,392,Wenyen Gabriel,32.54440405398067,27.628023914259888,1.1779490330172782,21,152,152,0,Wenyen Gabriel,PF/SF,2.06/ 6'9'',2019,2021,2
342,393,Jarrett Culver,32.35345614041875,23.114998478213653,1.39967373006373,33,109,109,29,Jarrett Culver,SF/SG,1.98/ 6'6'',2019,2021,2
343,394,Chandler Hutchison,32.332638992347135,24.53197278107743,1.3179795722456815,24,223,223,42,Chandler Hutchison,SF/PF,2.01/ 6'7'',2018,2021,3
344,396,E'Twaun Moore,32.24607211496857,25.195610392383585,1.2798289707129413,26,335,335,36,E'Twaun Moore,SG/PG,1.91/ 6'3'',2011,2021,10
345,397,Thanasis Antetokounmpo,32.127989091225345,29.916788558557656,1.0739116943765403,54,12,12,12,Thanasis Antetokounmpo,PF/SF,1.98/ 6'6'',2015,2021,3
346,399,Harry Giles,31.776351600940956,17.7362745859086,1.7916023710067694,37,163,163,11,Harry Giles,C/PF,2.11/ 6'11'',2018,2021,3
347,400,Nathan Knight,31.580845521939487,30.70403637805926,1.0285568038379078,30,266,266,8,Nathan Knight,C/PF,2.08/ 6'10'',2020,2021,1
348,402,Spencer Dinwiddie,31.452020202020204,3.6253647843225627,8.675546344475606,3,122,122,9,Spencer Dinwiddie,PG/SG,1.96/ 6'5'',2014,2021,7
349,403,Carsen Edwards,31.34406710670068,27.20738182608227,1.152042754685524,29,136,136,1,Carsen Edwards,PG/SG,1.80/ 5'11'',2019,2021,2
350,404,KZ Okpala,31.126694717157555,26.426851595155306,1.177843475038239,36,366,366,6,KZ Okpala,SF/PF,2.03/ 6'8'',2019,2021,2
351,407,Keita Bates-Diop,30.485897891723436,23.58678677651546,1.2924989817636874,29,33,33,11,Keita Bates-Diop,SF/PF,2.03/ 6'8'',2018,2021,3
352,408,Trent Forrest,30.43024015569082,25.168558741041167,1.209057716366956,28,148,148,6,Trent Forrest,SG,1.93/ 6'4'',2020,2021,1
353,409,Jahlil Okafor,30.387246007909848,18.92890577519468,1.6053355840426187,26,361,361,1,Jahlil Okafor,C,2.08/ 6'10'',2015,2021,6
354,410,Skylar Mays,30.32839640198511,29.605618288187483,1.024413545657515,32,311,311,12,Skylar Mays,SG/PG,1.93/ 6'4'',2020,2021,1
355,412,Obi Toppin,29.935137451687492,16.743908125495793,1.7878226055305175,60,466,466,17,Obi Toppin,PF,2.06/ 6'9'',2020,2021,1
356,414,Rodney Hood,29.681914596217453,20.389014449936614,1.4557797616505064,55,213,213,32,Rodney Hood,SF/SG,2.03/ 6'8'',2014,2021,7
357,415,Javonte Green,29.51329890460583,19.4880075370401,1.5144338818892102,39,176,176,24,Javonte Green,SG/SF,1.93/ 6'4'',2019,2021,2
358,417,Anthony Gill,29.001846421201257,26.947895234896972,1.0762193547362637,25,165,165,13,Anthony Gill,PF,2.03/ 6'8'',2020,2021,1
359,418,Tacko Fall,28.96887796887797,16.588682102028557,1.7463037624511168,16,142,142,0,Tacko Fall,C,2.26/ 7'5'',2019,2021,2
360,419,Sam Merrill,28.82385190918472,27.3047836841677,1.0556337762125483,29,324,324,25,Sam Merrill,SG,1.96/ 6'5'',2020,2021,1
361,420,Kevin Knox,28.702621381447635,20.617028547103867,1.3921803190925675,40,267,267,9,Kevin Knox,PF/SF,2.01/ 6'7'',2018,2021,3
362,422,Killian Tillie,28.143241167434716,24.884317640229177,1.1309629451899057,17,463,463,14,Killian Tillie,PF/C,2.08/ 6'10'',2020,2021,1
363,424,Romeo Langford,27.74291300097752,22.25731115393157,1.2464629176951125,17,278,278,3,Romeo Langford,SG/SF,1.93/ 6'4'',2019,2021,2
364,426,Josh Green,27.33344194634517,17.779511682084355,1.537356167879903,38,178,178,26,Josh Green,SF/PF,1.98/ 6'6'',2020,2021,1
365,427,Mfiondu Kabengele,27.23721590909091,24.446101488428116,1.1141742139123494,36,258,258,0,Mfiondu Kabengele,C/PF,2.06/ 6'9'',2019,2021,2
366,429,Zeke Nnaji,27.141388489025566,19.492724063377235,1.3923856101784449,40,352,352,5,Zeke Nnaji,C/PF,2.11/ 6'11'',2020,2021,1
367,430,Frank Ntilikina,26.992940578214505,22.547114789184377,1.1971793655462626,32,355,355,8,Frank Ntilikina,SG/PG,1.93/ 6'4'',2017,2021,4
368,434,Isaiah Joe,25.777266589383892,23.12032256431624,1.1149181209594525,37,240,240,8,Isaiah Joe,SG,1.96/ 6'5'',2020,2021,1
369,435,Daniel Oturu,25.268817204301076,29.293032860384095,0.8626220891751578,29,374,374,14,Daniel Oturu,C,2.08/ 6'10'',2020,2021,1
370,437,Wesley Iwundu,23.86995167301792,17.957967168988993,1.3292123461634417,40,231,231,6,Wesley Iwundu,SF,2.01/ 6'7'',2017,2021,4
371,438,Tre Jones,23.62270714737508,20.181091372729163,1.1705366529035488,36,253,253,21,Tre Jones,PG,1.91/ 6'3'',2020,2021,1
372,439,Markus Howard,23.507896505376344,31.859707785307375,0.7378566264257261,35,218,218,37,Markus Howard,PG,1.80/ 5'11'',2020,2021,1
373,440,Jahmi'us Ramsey,23.34139784946236,20.860392301467712,1.118933791471414,13,401,401,0,Jahmi'us Ramsey,SG/PG,1.93/ 6'4'',2020,2021,1
374,442,Matt Thomas,23.209537376204043,18.90961395297818,1.227393506494544,43,458,458,9,Matt Thomas,SG,1.93/ 6'4'',2019,2021,2
375,444,Miye Oni,22.95698924731183,15.900207763721523,1.4438169355051642,51,372,372,12,Miye Oni,SF/SG,1.96/ 6'5'',2019,2021,2
376,445,Jalen Smith,22.854166666666668,27.019550580852933,0.8458381496123769,25,440,440,18,Jalen Smith,PF/C,2.08/ 6'10'',2020,2021,1
377,448,Isaac Bonga,21.214938087296975,17.334440525858806,1.2238605598865104,38,52,52,30,Isaac Bonga,SF/PF,2.03/ 6'8'',2018,2021,3
378,450,Nate Hinton,20.435606060606062,16.93258082480133,1.2068807627171525,21,207,207,26,Nate Hinton,SG/SF,1.96/ 6'5'',2020,2021,1
379,451,Bruno Fernando,20.293945769050964,22.436375922635374,0.9045108639215222,31,144,144,2,Bruno Fernando,C,2.06/ 6'9'',2019,2021,2
380,453,Devontae Cacok,19.863636363636363,18.108849791506632,1.0969021551524911,20,80,80,0,Devontae Cacok,PF/C,2.01/ 6'7'',2019,2021,2
381,454,Vernon Carey Jr.,19.3803376547279,26.066825477582043,0.7434866846902916,18,85,85,5,Vernon Carey Jr.,C,2.08/ 6'10'',2020,2021,1
382,457,Devon Dotson,18.4375,23.151663092923883,0.7963790733303852,10,127,127,14,Devon Dotson,PG,1.88/ 6'2'',2020,2021,1
383,458,Cassius Winston,18.434139784946236,17.062912285786304,1.0803630398019561,21,510,510,30,Cassius Winston,PG,1.85/ 6'1'',2020,2021,1
384,459,Udonis Haslem,17.5,,,1,194,194,13,Udonis Haslem,C,2.03/ 6'8'',2003,2021,18
385,460,Kris Dunn,16.865479390681003,9.702298517504993,1.7382973076175838,3,133,133,20,Kris Dunn,PG/SG,1.91/ 6'3'',2016,2021,5
386,461,Bol Bol,16.556451612903224,9.934114808645885,1.6666257569817664,31,50,50,28,Bol Bol,C/PF,2.18/ 7'2'',2019,2021,2
387,462,Juwan Morgan,15.338827838827838,25.61391189201228,0.5988475287763938,26,337,337,38,Juwan Morgan,PF,2.03/ 6'8'',2019,2021,2
388,464,Grant Riller,14.583333333333334,10.668619612885466,1.3669372292287665,6,409,409,8,Grant Riller,PG/SG,1.91/ 6'3'',2020,2021,1
389,465,Elijah Hughes,13.653846153846157,10.049290913454932,1.3586875204861577,17,220,220,39,Elijah Hughes,SF,1.98/ 6'6'',2020,2021,1
390,466,Udoka Azubuike,12.083333333333332,11.564175661505612,1.0448936168927174,15,21,21,21,Udoka Azubuike,C,2.13/ 7'0'',2020,2021,1
391,468,Tyrell Terry,10.959433040078201,12.558781888644818,0.8726509574935218,10,453,453,4,Tyrell Terry,PG,1.91/ 6'3'',2020,2021,1
392,469,Tyler Bey,10.547327336641853,7.921265069855893,1.3315205644082473,18,43,43,21,Tyler Bey,SG/SF,2.01/ 6'7'',2020,2021,1
393,470,Nick Richards,9.237231182795698,6.649470809593465,1.3891678672337,17,407,407,6,Nick Richards,C,2.11/ 6'11'',2020,2021,1
394,472,Jared Harper,3.666666666666667,3.0390970881350783,1.20649869363558,8,187,187,6,Jared Harper,PG,1.78/ 5'10'',2019,2021,2
