"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"82","Dan Arnold","JAX","te","7","MIA","9.8","0","0","0","0","0","0","0","0","0","5.4537","3.642","48.0155","0.2307","0.0683","0.0341","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Hunter Renfrow","LV","wr","8","@DEN","12.2","0","0","0","0","0","0","0.025","0.1411","0.0008","6.5043","4.8447","54.688","0.3225","0.0775","0.0387","0.0095","16.2864","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","A.J. Brown","TEN","wr","13","BUF","12.2","0","0","0","0","0","0","0","0","0","5.958","3.9597","61.9715","0.3352","0.0377","0.0188","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Julio Jones","TEN","wr","13","BUF","12.1","0","0","0","0","0","0","0.075","0.3059","0.0025","5.958","4.2148","62.4377","0.273","0.0392","0.0196","0.0064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Allen Robinson II","CHI","wr","10","GB","12","0","0","0","0","0","0","0.0221","0.1008","0.0009","7.4166","4.6757","56.7385","0.2727","0.0189","0.0095","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Emmanuel Sanders","BUF","wr","7","@TEN","11.9","0","0","0","0","0","0","0.0455","0.1522","0.002","6.1713","4.225","55.7555","0.3451","0.0373","0.0187","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Jerick McKinnon","KC","rb","12","@WAS","8.6","0","0","0","0","0","0","7.7868","31.3644","0.2304","2.4484","1.9111","15.8799","0.0937","0.0725","0.0363","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Tony Pollard","DAL","rb","7","@NE","8.4","0","0","0","0","0","0","6.755","32.0016","0.1805","2.7771","2.2789","14.5985","0.0714","0.1077","0.0538","0.0188","46.5895","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Jared Cook","LAC","te","7","@BLT","9.2","0","0","0","0","0","0","0","0","0","4.8182","3.1883","43.2713","0.2811","0.0431","0.0215","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","Tyler Higbee","LA","te","11","@NYG","9.1","0","0","0","0","0","0","0","0","0","4.6766","3.4843","34.8043","0.3486","0.0361","0.0181","0.0182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Aaron Rodgers","GB","qb","13","@CHI","20","22.8818","34.3047","266.8631","1.9166","0.4645","2.1319","2.6859","9.6363","0.1925","0","0","0","0","0.266","0.133","0.0705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Dak Prescott","DAL","qb","7","@NE","20","24.4264","36.0799","274.7488","1.7071","0.6751","1.8666","3.5032","17.2985","0.2189","0","0","0","0","0.596","0.298","0.0614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Cole Beasley","BUF","wr","7","@TEN","11.5","0","0","0","0","0","0","0.0227","0.0915","0.0009","5.9999","4.6699","49.3791","0.3106","0.025","0.0125","0.0283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","David Johnson","HST","rb","10","@IND","8.2","0","0","0","0","0","0","2.9833","10.3002","0.0765","3.9002","2.9416","26.8392","0.1887","0.0831","0.0415","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","A.J. Dillon","GB","rb","13","@CHI","8.2","0","0","0","0","0","0","7.5918","32.933","0.2033","2.281","1.8366","14.179","0.0709","0.0869","0.0435","0.0175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Odell Beckham Jr.","CLV","wr","13","ARZ","11.4","0","0","0","0","0","0","0.1785","0.8574","0.0068","6.2318","3.9271","55.0784","0.3101","0.0292","0.0146","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Hunter Henry","NE","te","14","DAL","8.7","0","0","0","0","0","0","0","0","0","4.5964","3.2139","36.6523","0.3009","0.0226","0.0113","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Brandon Bolden","NE","rb","14","DAL","7.8","0","0","0","0","0","0","1.8624","7.0565","0.062","3.9398","3.1009","27.2304","0.1508","0.0497","0.0248","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Tim Patrick","DEN","wr","11","LV","11","0","0","0","0","0","0","0.0242","0.1249","0.0009","5.5542","3.775","55.6722","0.269","0.0311","0.0156","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Tyler Conklin","MIN","te","7","@CAR","8.5","0","0","0","0","0","0","0","0","0","4.6304","3.5253","31.5521","0.2989","0.0441","0.022","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","James Conner","ARZ","rb","12","@CLV","7.6","0","0","0","0","0","0","9.7298","39.7193","0.3747","0.9774","0.783","4.9489","0.02","0.106","0.053","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Samaje Perine","CIN","rb","10","@DET","7.6","0","0","0","0","0","0","8.1651","35.6792","0.2653","1.4175","1.2025","8.4647","0.0637","0.0692","0.0346","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Kenneth Gainwell","PHI","rb","14","TB","7.6","0","0","0","0","0","0","4.3332","19.2562","0.1258","3.1301","2.5091","19.2947","0.0827","0.0813","0.0407","0.0073","27.6731","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Matthew Stafford","LA","qb","11","@NYG","19.4","25.0385","36.0596","280.1733","1.9531","0.8126","1.8453","2.8551","6.3523","0.1054","0","0","0","0","0.4141","0.2071","0.0663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Justin Herbert","LAC","qb","7","@BLT","19.3","22.9477","36.3651","280.6343","1.4641","0.9131","2.1283","3.9509","16.1835","0.2657","0","0","0","0","0.4579","0.2289","0.0529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Alex Collins","SEA","rb","9","@PIT","7.5","0","0","0","0","0","0","8.0973","32.0409","0.2692","1.6901","1.354","10.4752","0.052","0.0759","0.0379","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Kyler Murray","ARZ","qb","12","@CLV","19.2","21.5886","35.0139","223.0443","1.3571","0.9804","2.3643","6.5664","35.3626","0.393","0","0","0","0","0.4133","0.2067","0.0744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Zach Ertz","PHI","te","14","TB","8.1","0","0","0","0","0","0","0","0","0","4.8517","3.3388","34.1411","0.2177","0.0216","0.0108","0.0113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Tyrell Williams","DET","wr","9","CIN","10.5","0","0","0","0","0","0","0","0","0","5.177","3.4239","54.4459","0.2663","0.0329","0.0165","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Sterling Shepard","NYG","wr","10","LA","10.5","0","0","0","0","0","0","0.0653","0.3033","0.0024","5.9196","4.2774","46.7422","0.2405","0.0297","0.0149","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Mecole Hardman","KC","wr","12","@WAS","10.4","0","0","0","0","0","0","0.2318","1.3388","0.0067","5.2466","3.7741","46.3649","0.2968","0.0991","0.0496","0.0173","41.2946","0.0517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Evan Engram","NYG","te","10","LA","7.9","0","0","0","0","0","0","0","0","0","4.6042","3.1786","32.6465","0.2439","0.0442","0.0221","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","Jalen Hurts","PHI","qb","14","TB","18.9","21.5978","34.3018","228.4629","1.0868","0.9758","2.8307","8.7881","41.6314","0.447","0","0","0","0","1.0404","0.5202","0.0487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Ryan Tannehill","TEN","qb","13","BUF","18.8","21.4706","32.5541","261.1526","1.3616","0.8004","2.8677","3.15","21.5494","0.2893","0","0","0","0","0.5539","0.277","0.0568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Zach Pascal","IND","wr","14","HST","10.3","0","0","0","0","0","0","0","0","0","5.3006","3.5423","46.6961","0.3378","0.0255","0.0127","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Henry Ruggs III","LV","wr","8","@DEN","10.3","0","0","0","0","0","0","0.5004","2.8533","0.0144","4.8782","3.0907","50.6301","0.2901","0.051","0.0255","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Cole Kmet","CHI","te","10","GB","7.8","0","0","0","0","0","0","0.0442","0.259","0.0016","4.7899","3.2602","31.4503","0.2321","0.0425","0.0212","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Van Jefferson","LA","wr","11","@NYG","10.1","0","0","0","0","0","0","0.1257","0.7372","0.0045","5.1962","3.5063","45.8967","0.3242","0.036","0.018","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Khalil Herbert","CHI","rb","10","GB","6.8","0","0","0","0","0","0","8.1143","36.6592","0.2457","1.1434","0.9011","6.6454","0.0266","0.1191","0.0595","0.0128","71.2451","0.0361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Robby Anderson","CAR","wr","13","MIN","10","0","0","0","0","0","0","0.0488","0.2311","0.002","5.8024","3.8098","46.9938","0.2354","0.0336","0.0168","0.0141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Derek Carr","LV","qb","8","@DEN","18.2","23.1976","34.4219","256.0965","1.6821","0.6221","2.0729","3.3928","7.8797","0.2062","0","0","0","0","0.5705","0.2853","0.0673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Geno Smith","SEA","qb","9","@PIT","18.1","21.6407","33.06","261.4649","1.6858","1.5704","2.9548","4.46","16.3255","0.1755","0","0","0","0","0.6405","0.3203","0.0607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Ricky Seals-Jones","WAS","te","9","KC","7.1","0","0","0","0","0","0","0","0","0","3.9821","2.6442","31.3548","0.2148","0.0274","0.0137","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Mark Ingram II","HST","rb","10","@IND","6.3","0","0","0","0","0","0","9.9443","36.7308","0.215","0.8125","0.6537","4.5943","0.0413","0.0914","0.0457","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Carson Wentz","IND","qb","14","HST","18","22.1695","31.9865","233.1665","1.6666","0.5194","2.3024","3.9023","15.3814","0.2108","0","0","0","0","0.7218","0.3609","0.049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Tua Tagovailoa","MIA","qb","14","@JAX","18","21.7585","32.6067","242.4499","1.5541","0.5768","2.9093","3.6731","14.2902","0.2289","0","0","0","0","0.4867","0.2433","0.0585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Kalif Raymond","DET","wr","9","CIN","9.5","0","0","0","0","0","0","0.2294","1.1227","0.0078","4.6593","2.8921","51.4575","0.2135","0.0411","0.0205","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Austin Hooper","CLV","te","13","ARZ","7","0","0","0","0","0","0","0","0","0","3.8949","2.7661","27.2429","0.2399","0.0205","0.0102","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","Kenyan Drake","LV","rb","8","@DEN","6.2","0","0","0","0","0","0","4.0029","14.7562","0.1016","2.7643","2.2863","14.5778","0.0631","0.0626","0.0313","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Salvon Ahmed","MIA","rb","14","@JAX","6.1","0","0","0","0","0","0","4.5732","19.681","0.1484","2.016","1.6357","12.1708","0.0658","0.0797","0.0399","0.0065","45.3927","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Mac Jones","NE","qb","14","DAL","17.9","22.9481","34.5487","259.2108","1.5766","0.9899","2.1907","3.0607","14.0208","0.1582","0","0","0","0","0.5848","0.2924","0.0682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Robert Tonyan","GB","te","13","@CHI","6.8","0","0","0","0","0","0","0","0","0","3.2585","2.3699","26.1378","0.3011","0.0217","0.0108","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","J.D. McKissic","WAS","rb","9","KC","6","0","0","0","0","0","0","1.9815","9.6291","0.0628","2.9866","2.3472","18.3781","0.0829","0.0523","0.0261","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","C.J. Uzomah","CIN","te","10","@DET","6.7","0","0","0","0","0","0","0","0","0","3.3667","2.6369","25.4081","0.2499","0.0262","0.0131","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Alexander Mattison","MIN","rb","7","@CAR","5.9","0","0","0","0","0","0","6.3255","29.0631","0.1592","1.2348","1.0169","7.8662","0.045","0.0591","0.0296","0.0027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Sam Darnold","CAR","qb","13","MIN","17.6","22.8446","35.8971","256.4613","1.3726","1.2034","2.7658","3.9176","16.0223","0.2848","0","0","0","0","0.7062","0.3531","0.0458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Adam Humphries","WAS","wr","9","KC","9.1","0","0","0","0","0","0","0.0206","0.0951","0.0007","5.6413","4.07","40.6729","0.163","0.0355","0.0177","0.0135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Taylor Heinicke","WAS","qb","9","KC","17.5","22.8856","34.3841","255.0389","1.1684","1.0295","1.7926","6.2138","21.7168","0.2682","0","0","0","0","0.622","0.311","0.0715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Trevor Lawrence","JAX","qb","7","MIA","17.5","23.0992","35.2346","254.404","1.3232","1.2137","2.4854","5.1643","20.2301","0.2419","0","0","0","0","0.7144","0.3572","0.0508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","A.J. Green","ARZ","wr","12","@CLV","8.9","0","0","0","0","0","0","0","0","0","5.5386","3.2442","41.0487","0.259","0.0263","0.0131","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Rondale Moore","ARZ","wr","12","@CLV","8.9","0","0","0","0","0","0","1.1583","7.2035","0.0361","4.887","3.3544","35.4082","0.1789","0.1008","0.0504","0.011","68.2465","0.0389","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","David Njoku","CLV","te","13","ARZ","6.4","0","0","0","0","0","0","0","0","0","3.4275","2.3334","27.2925","0.2278","0.0229","0.0115","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Giovani Bernard","TB","rb","9","@PHI","5.6","0","0","0","0","0","0","1.831","7.2174","0.0474","2.8188","2.3117","16.6477","0.1111","0.0538","0.0269","0.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Teddy Bridgewater","DEN","qb","11","LV","17.4","21.1901","33.1638","250.2033","1.3718","0.8129","2.3843","4.2749","16.3683","0.1914","0","0","0","0","0.379","0.1895","0.0587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Mo Alie-Cox","IND","te","14","HST","6.3","0","0","0","0","0","0","0","0","0","3.118","2.3363","25.7328","0.2388","0.0288","0.0144","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Kirk Cousins","MIN","qb","7","@CAR","17.1","22.5019","32.9221","257.7493","1.6235","0.7897","2.2113","1.8621","7.8317","0.0716","0","0","0","0","0.5107","0.2553","0.0501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Jalen Reagor","PHI","wr","14","TB","8.6","0","0","0","0","0","0","0.2167","1.2955","0.007","5.3212","3.5662","38.777","0.1706","0.0624","0.0312","0.0097","14.0677","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Jared Goff","DET","qb","9","CIN","17","23.9838","37.202","278.9064","1.3599","0.8323","1.9988","2.5129","5.6186","0.145","0","0","0","0","0.5857","0.2928","0.0565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Baker Mayfield","CLV","qb","13","ARZ","17","21.286","33.1669","244.0409","1.5121","0.9491","1.8989","3.5464","10.4571","0.1955","0","0","0","0","0.4233","0.2116","0.0629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Nelson Agholor","NE","wr","14","DAL","8.5","0","0","0","0","0","0","0.2483","1.2289","0.0091","4.4323","2.8579","40.4896","0.2406","0.0435","0.0218","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Jonnu Smith","NE","te","14","DAL","6","0","0","0","0","0","0","0","0","0","3.2831","2.4039","23.663","0.2057","0.0265","0.0133","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Danny Amendola","HST","wr","10","@IND","8.3","0","0","0","0","0","0","0","0","0","4.8752","3.5439","37.4525","0.1615","0.0274","0.0137","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Parris Campbell","IND","wr","14","HST","8.3","0","0","0","0","0","0","0.5164","2.9496","0.0229","4.3652","3.2521","33.1466","0.2232","0.0584","0.0292","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Amon-Ra St. Brown","DET","wr","9","CIN","8.2","0","0","0","0","0","0","0.0229","0.1413","0.0007","4.6593","3.2233","39.4882","0.1713","0.0339","0.0169","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Justin Fields","CHI","qb","10","GB","16.6","20.2667","32.5517","212.7764","1.1402","1.1162","3.3938","6.2337","27.8062","0.3455","0","0","0","0","0.7638","0.3819","0.0638","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","K.J. Osborn","MIN","wr","7","@CAR","8.1","0","0","0","0","0","0","0.253","1.486","0.0075","4.1365","2.9107","37.414","0.2161","0.0338","0.0169","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Christian Kirk","ARZ","wr","12","@CLV","8.1","0","0","0","0","0","0","0.0927","0.4875","0.0029","4.9196","3.185","36.7689","0.1886","0.0554","0.0277","0.0131","13.9644","0.0286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Marquez Valdes-Scantling","GB","wr","13","@CHI","8.1","0","0","0","0","0","0","0.2539","1.4159","0.008","4.0731","2.3113","40.5124","0.2535","0.0308","0.0154","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Gerald Everett","SEA","te","9","@PIT","5.6","0","0","0","0","0","0","0","0","0","3.0728","2.2139","22.7204","0.19","0.0254","0.0127","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Malcolm Brown","MIA","rb","14","@JAX","4.8","0","0","0","0","0","0","6.5332","26.8127","0.2657","0.336","0.2691","1.8651","0.0094","0.0368","0.0184","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
